Facility Name,Facility ID,State,Measure Name,Excess Readmission Ratio,Observed Readmission Rate,Expected Readmission Rate,Excess Readmissions Threshold
BARNES JEWISH HOSPITAL,260032,MO,READM-30-AMI-HRRP,0.9874,16.5068,16.7182,Below Threshold
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-PN-HRRP,1.0355,16.9128,16.3335,Above Threshold
BATES COUNTY MEMORIAL HOSPITAL,260034,MO,READM-30-HF-HRRP,0.9607,18.9762,19.7523,Below Threshold
COX MEDICAL CENTERS,260040,MO,READM-30-PN-HRRP,0.9098,14.6244,16.0746,Below Threshold
COX MEDICAL CENTERS,260040,MO,READM-30-HIP-KNEE-HRRP,0.9826,4.5094,4.5891,Below Threshold
COX MEDICAL CENTERS,260040,MO,READM-30-HF-HRRP,0.9819,19.05,19.4009,Below Threshold
COX MEDICAL CENTERS,260040,MO,READM-30-COPD-HRRP,0.8616,15.6058,18.1133,Below Threshold
COX MEDICAL CENTERS,260040,MO,READM-30-CABG-HRRP,0.9531,9.6617,10.1375,Below Threshold
COX MEDICAL CENTERS,260040,MO,READM-30-AMI-HRRP,1.002,12.2712,12.2469,Above Threshold
CAPITAL REGION MEDICAL CENTER,260047,MO,READM-30-PN-HRRP,1.0509,16.3958,15.602,Above Threshold
CAPITAL REGION MEDICAL CENTER,260047,MO,READM-30-HIP-KNEE-HRRP,0.9434,3.7629,3.9888,Below Threshold
CAPITAL REGION MEDICAL CENTER,260047,MO,READM-30-HF-HRRP,1.041,19.3624,18.5992,Above Threshold
CAPITAL REGION MEDICAL CENTER,260047,MO,READM-30-COPD-HRRP,1.0434,17.818,17.0763,Above Threshold
CAPITAL REGION MEDICAL CENTER,260047,MO,READM-30-AMI-HRRP,0.9765,11.5897,11.8684,Below Threshold
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,READM-30-PN-HRRP,0.9784,18.0727,18.472,Below Threshold
TRUMAN MEDICAL CENTER HOSPITAL HILL,260048,MO,READM-30-HF-HRRP,0.9585,20.044,20.9115,Below Threshold
Mosaic Medical Center - Maryville,260050,MO,READM-30-PN-HRRP,0.9325,14.7629,15.8316,Below Threshold
Mosaic Medical Center - Maryville,260050,MO,READM-30-HF-HRRP,0.9659,18.9574,19.627,Below Threshold
MERCY HOSPITAL WASHINGTON,260052,MO,READM-30-PN-HRRP,0.9895,16.963,17.143,Below Threshold
MERCY HOSPITAL WASHINGTON,260052,MO,READM-30-HIP-KNEE-HRRP,1.1406,5.3178,4.6623,Above Threshold
MERCY HOSPITAL WASHINGTON,260052,MO,READM-30-HF-HRRP,1.0726,20.6488,19.2516,Above Threshold
MERCY HOSPITAL WASHINGTON,260052,MO,READM-30-COPD-HRRP,0.9917,19.2993,19.4598,Below Threshold
MERCY HOSPITAL WASHINGTON,260052,MO,READM-30-AMI-HRRP,0.9412,10.7326,11.4037,Below Threshold
CAMERON REGIONAL MEDICAL CENTER,260057,MO,READM-30-PN-HRRP,1.0808,17.3,16.007,Above Threshold
CAMERON REGIONAL MEDICAL CENTER,260057,MO,READM-30-HIP-KNEE-HRRP,0.8789,3.9371,4.4794,Below Threshold
CAMERON REGIONAL MEDICAL CENTER,260057,MO,READM-30-HF-HRRP,0.94,20.4933,21.8009,Below Threshold
CAMERON REGIONAL MEDICAL CENTER,260057,MO,READM-30-COPD-HRRP,0.9791,16.6463,17.0012,Below Threshold
MERCY HOSPITAL LEBANON,260059,MO,READM-30-PN-HRRP,1.0019,14.9447,14.9166,Above Threshold
MERCY HOSPITAL LEBANON,260059,MO,READM-30-HF-HRRP,0.9648,18.3086,18.9768,Below Threshold
NEVADA REGIONAL MEDICAL CENTER,260061,MO,READM-30-PN-HRRP,1.0425,13.83,13.2665,Above Threshold
NEVADA REGIONAL MEDICAL CENTER,260061,MO,READM-30-HF-HRRP,0.9691,16.0611,16.5724,Below Threshold
NEVADA REGIONAL MEDICAL CENTER,260061,MO,READM-30-COPD-HRRP,0.9991,15.326,15.3402,Below Threshold
SAINT LUKES NORTH HOSPITAL,260062,MO,READM-30-PN-HRRP,0.9474,14.3852,15.1836,Below Threshold
SAINT LUKES NORTH HOSPITAL,260062,MO,READM-30-HIP-KNEE-HRRP,0.9424,4.4182,4.6885,Below Threshold
SAINT LUKES NORTH HOSPITAL,260062,MO,READM-30-HF-HRRP,1.008,19.7754,19.6187,Above Threshold
SAINT LUKES NORTH HOSPITAL,260062,MO,READM-30-COPD-HRRP,1.0678,20.1482,18.8689,Above Threshold
SAINT LUKES NORTH HOSPITAL,260062,MO,READM-30-AMI-HRRP,0.9458,11.722,12.3938,Below Threshold
MERCY HOSPITAL SPRINGFIELD,260065,MO,READM-30-PN-HRRP,1.0235,16.7438,16.3598,Above Threshold
MERCY HOSPITAL SPRINGFIELD,260065,MO,READM-30-HIP-KNEE-HRRP,0.9329,4.416,4.7335,Below Threshold
MERCY HOSPITAL SPRINGFIELD,260065,MO,READM-30-HF-HRRP,0.952,18.9427,19.8976,Below Threshold
MERCY HOSPITAL SPRINGFIELD,260065,MO,READM-30-COPD-HRRP,0.9915,20.8226,21.0001,Below Threshold
MERCY HOSPITAL SPRINGFIELD,260065,MO,READM-30-CABG-HRRP,1.2125,14.1928,11.7051,Above Threshold
MERCY HOSPITAL SPRINGFIELD,260065,MO,READM-30-AMI-HRRP,1.0407,13.1568,12.6422,Above Threshold
BOONE HOSPITAL CENTER,260068,MO,READM-30-PN-HRRP,0.9619,15.8728,16.5021,Below Threshold
BOONE HOSPITAL CENTER,260068,MO,READM-30-HIP-KNEE-HRRP,0.848,3.8506,4.5406,Below Threshold
BOONE HOSPITAL CENTER,260068,MO,READM-30-HF-HRRP,0.9051,18.1085,20.0072,Below Threshold
BOONE HOSPITAL CENTER,260068,MO,READM-30-COPD-HRRP,0.9593,17.4578,18.1992,Below Threshold
BOONE HOSPITAL CENTER,260068,MO,READM-30-CABG-HRRP,0.9892,11.0929,11.2145,Below Threshold
BOONE HOSPITAL CENTER,260068,MO,READM-30-AMI-HRRP,0.929,12.126,13.0528,Below Threshold
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,READM-30-PN-HRRP,1.0368,14.4731,13.9588,Above Threshold
PEMISCOT COUNTY MEMORIAL HOSPITAL,260070,MO,READM-30-COPD-HRRP,0.9987,16.0005,16.0213,Below Threshold
MOBERLY REGIONAL MEDICAL CENTER,260074,MO,READM-30-PN-HRRP,1.0965,16.6278,15.1644,Above Threshold
MOBERLY REGIONAL MEDICAL CENTER,260074,MO,READM-30-HF-HRRP,0.96,19.3098,20.1146,Below Threshold
MOBERLY REGIONAL MEDICAL CENTER,260074,MO,READM-30-COPD-HRRP,1.0056,19.2843,19.1776,Above Threshold
MERCY HOSPITAL SOUTH,260077,MO,READM-30-PN-HRRP,1.1281,19.5342,17.3153,Above Threshold
MERCY HOSPITAL SOUTH,260077,MO,READM-30-HIP-KNEE-HRRP,1.0884,5.1155,4.7003,Above Threshold
MERCY HOSPITAL SOUTH,260077,MO,READM-30-HF-HRRP,0.9395,18.9919,20.2143,Below Threshold
MERCY HOSPITAL SOUTH,260077,MO,READM-30-COPD-HRRP,1.1256,20.9888,18.6463,Above Threshold
MERCY HOSPITAL SOUTH,260077,MO,READM-30-CABG-HRRP,0.8989,10.5112,11.6933,Below Threshold
MERCY HOSPITAL SOUTH,260077,MO,READM-30-AMI-HRRP,0.8444,10.9312,12.9459,Below Threshold
OZARKS HEALTHCARE,260078,MO,READM-30-PN-HRRP,0.936,15.3892,16.4418,Below Threshold
OZARKS HEALTHCARE,260078,MO,READM-30-HIP-KNEE-HRRP,1.0287,4.7418,4.6098,Above Threshold
OZARKS HEALTHCARE,260078,MO,READM-30-HF-HRRP,0.9383,18.9337,20.1791,Below Threshold
OZARKS HEALTHCARE,260078,MO,READM-30-COPD-HRRP,0.989,18.2942,18.4979,Below Threshold
OZARKS HEALTHCARE,260078,MO,READM-30-AMI-HRRP,0.9685,12.5315,12.939,Below Threshold
SSM ST CLARE HEALTH CENTER,260081,MO,READM-30-PN-HRRP,0.9175,14.9509,16.2956,Below Threshold
SSM ST CLARE HEALTH CENTER,260081,MO,READM-30-HIP-KNEE-HRRP,1.0859,5.1576,4.7494,Above Threshold
SSM ST CLARE HEALTH CENTER,260081,MO,READM-30-HF-HRRP,1.0556,21.6018,20.4636,Above Threshold
SSM ST CLARE HEALTH CENTER,260081,MO,READM-30-COPD-HRRP,0.9735,18.076,18.5683,Below Threshold
SSM ST CLARE HEALTH CENTER,260081,MO,READM-30-AMI-HRRP,0.9916,13.1986,13.3103,Below Threshold
ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-PN-HRRP,1.097,19.048,17.3632,Above Threshold
ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-HIP-KNEE-HRRP,1.0677,3.9716,3.7199,Above Threshold
ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-HF-HRRP,0.9765,19.4756,19.9436,Below Threshold
ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-COPD-HRRP,0.9768,19.9501,20.4243,Below Threshold
ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-CABG-HRRP,0.9613,10.7271,11.1586,Below Threshold
ST JOSEPH MEDICAL CENTER,260085,MO,READM-30-AMI-HRRP,0.9554,14.6576,15.3412,Below Threshold
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,READM-30-PN-HRRP,1.0335,18.7096,18.1026,Above Threshold
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,READM-30-HIP-KNEE-HRRP,0.9984,5.0638,5.0721,Below Threshold
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,READM-30-HF-HRRP,1.1683,23.5467,20.1547,Above Threshold
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,READM-30-COPD-HRRP,1.0294,21.7401,21.1201,Above Threshold
SSM HEALTH ST MARY'S HOSPITAL - ST LOUIS,260091,MO,READM-30-AMI-HRRP,0.9839,13.1182,13.3331,Below Threshold
COX MEDICAL CENTER BRANSON,260094,MO,READM-30-PN-HRRP,0.8965,15.5399,17.3338,Below Threshold
COX MEDICAL CENTER BRANSON,260094,MO,READM-30-HF-HRRP,0.9208,19.1111,20.7547,Below Threshold
COX MEDICAL CENTER BRANSON,260094,MO,READM-30-COPD-HRRP,0.9155,18.334,20.0263,Below Threshold
COX MEDICAL CENTER BRANSON,260094,MO,READM-30-AMI-HRRP,0.985,12.41,12.5995,Below Threshold
CENTERPOINT MEDICAL CENTER,260095,MO,READM-30-PN-HRRP,0.9739,17.2909,17.7539,Below Threshold
CENTERPOINT MEDICAL CENTER,260095,MO,READM-30-HIP-KNEE-HRRP,0.8713,3.7126,4.2611,Below Threshold
CENTERPOINT MEDICAL CENTER,260095,MO,READM-30-HF-HRRP,0.995,20.9092,21.014,Below Threshold
CENTERPOINT MEDICAL CENTER,260095,MO,READM-30-COPD-HRRP,1.0514,21.1432,20.1098,Above Threshold
CENTERPOINT MEDICAL CENTER,260095,MO,READM-30-CABG-HRRP,0.9202,12.0866,13.1342,Below Threshold
CENTERPOINT MEDICAL CENTER,260095,MO,READM-30-AMI-HRRP,1.0579,14.2365,13.4573,Above Threshold
NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-PN-HRRP,0.9406,15.9857,16.9958,Below Threshold
NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-HIP-KNEE-HRRP,0.8484,4.4382,5.2314,Below Threshold
NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-HF-HRRP,0.909,18.839,20.7247,Below Threshold
NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-COPD-HRRP,1.0036,19.2742,19.205,Above Threshold
NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-CABG-HRRP,0.951,8.6489,9.0946,Below Threshold
NORTH KANSAS CITY HOSPITAL,260096,MO,READM-30-AMI-HRRP,0.873,11.2528,12.8898,Below Threshold
WESTERN MISSOURI MEDICAL CENTER,260097,MO,READM-30-PN-HRRP,0.9077,14.0504,15.4786,Below Threshold
WESTERN MISSOURI MEDICAL CENTER,260097,MO,READM-30-HIP-KNEE-HRRP,0.9838,3.9118,3.9764,Below Threshold
WESTERN MISSOURI MEDICAL CENTER,260097,MO,READM-30-HF-HRRP,1.0072,18.9402,18.8046,Above Threshold
WESTERN MISSOURI MEDICAL CENTER,260097,MO,READM-30-COPD-HRRP,0.9794,18.1619,18.5442,Below Threshold
UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,260102,MO,READM-30-PN-HRRP,1.0339,19.411,18.7751,Above Threshold
UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,260102,MO,READM-30-HIP-KNEE-HRRP,0.9814,3.8178,3.8901,Below Threshold
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,READM-30-PN-HRRP,0.9453,16.5379,17.4939,Below Threshold
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,READM-30-HIP-KNEE-HRRP,0.9094,4.4572,4.9013,Below Threshold
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,READM-30-HF-HRRP,0.9129,19.7365,21.6198,Below Threshold
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,READM-30-COPD-HRRP,1.0543,21.2403,20.1467,Above Threshold
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,READM-30-CABG-HRRP,0.944,11.7058,12.4007,Below Threshold
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,260104,MO,READM-30-AMI-HRRP,0.969,15.9764,16.4867,Below Threshold
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,READM-30-PN-HRRP,0.9819,18.0596,18.392,Below Threshold
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,READM-30-HF-HRRP,1.1093,26.1182,23.5454,Above Threshold
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,READM-30-COPD-HRRP,1.0182,22.5313,22.1276,Above Threshold
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,READM-30-CABG-HRRP,1.0853,15.0529,13.8695,Above Threshold
SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,READM-30-AMI-HRRP,1.0573,15.7412,14.8879,Above Threshold
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,READM-30-PN-HRRP,1.0377,16.9396,16.3247,Above Threshold
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,READM-30-HIP-KNEE-HRRP,0.9598,5.0192,5.2296,Below Threshold
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,READM-30-HF-HRRP,0.9892,20.0383,20.2578,Below Threshold
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,READM-30-COPD-HRRP,0.9715,19.0081,19.5657,Below Threshold
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,READM-30-CABG-HRRP,0.9784,11.1647,11.4116,Below Threshold
MISSOURI BAPTIST MEDICAL CENTER,260108,MO,READM-30-AMI-HRRP,1.1366,16.3689,14.4015,Above Threshold
SOUTHEASTHEALTH,260110,MO,READM-30-PN-HRRP,1.0454,16.6132,15.8922,Above Threshold
SOUTHEASTHEALTH,260110,MO,READM-30-HIP-KNEE-HRRP,1.0409,4.9528,4.7581,Above Threshold
SOUTHEASTHEALTH,260110,MO,READM-30-HF-HRRP,0.8675,16.7792,19.3425,Below Threshold
SOUTHEASTHEALTH,260110,MO,READM-30-COPD-HRRP,0.997,17.492,17.5446,Below Threshold
SOUTHEASTHEALTH,260110,MO,READM-30-CABG-HRRP,1.0205,9.3852,9.1964,Above Threshold
SOUTHEASTHEALTH,260110,MO,READM-30-AMI-HRRP,1.0227,10.7059,10.4681,Above Threshold
MISSOURI DELTA MEDICAL CENTER,260113,MO,READM-30-PN-HRRP,0.9964,16.1731,16.2321,Below Threshold
MISSOURI DELTA MEDICAL CENTER,260113,MO,READM-30-HF-HRRP,0.9596,19.8151,20.6484,Below Threshold
MISSOURI DELTA MEDICAL CENTER,260113,MO,READM-30-COPD-HRRP,1.0052,18.7216,18.624,Above Threshold
POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,READM-30-PN-HRRP,0.934,15.4598,16.5518,Below Threshold
POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,READM-30-HF-HRRP,0.9796,19.8594,20.273,Below Threshold
POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,READM-30-COPD-HRRP,0.9576,17.7817,18.5692,Below Threshold
POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,READM-30-AMI-HRRP,0.9933,13.2726,13.3621,Below Threshold
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-PN-HRRP,0.9742,17.4182,17.8799,Below Threshold
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-HIP-KNEE-HRRP,0.8551,4.0693,4.759,Below Threshold
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-HF-HRRP,0.9029,18.7455,20.7626,Below Threshold
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-COPD-HRRP,0.9269,18.2072,19.6434,Below Threshold
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-CABG-HRRP,1.0232,9.4336,9.2193,Above Threshold
FREEMAN HEALTH SYSTEM - FREEMAN WEST,260137,MO,READM-30-AMI-HRRP,0.9051,13.1294,14.506,Below Threshold
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,READM-30-PN-HRRP,0.978,18.1111,18.5183,Below Threshold
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,READM-30-HIP-KNEE-HRRP,0.9347,5.0675,5.4215,Below Threshold
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,READM-30-HF-HRRP,0.925,19.4282,21.0026,Below Threshold
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,READM-30-COPD-HRRP,1.0337,18.0674,17.4776,Above Threshold
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,READM-30-CABG-HRRP,0.9753,10.6033,10.8721,Below Threshold
ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,READM-30-AMI-HRRP,0.9607,13.4461,13.9961,Below Threshold
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-PN-HRRP,0.9714,16.9303,17.4282,Below Threshold
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-HIP-KNEE-HRRP,1.2224,5.1362,4.2018,Above Threshold
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-HF-HRRP,1.0252,21.3942,20.8689,Above Threshold
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-COPD-HRRP,1.093,23.8713,21.8405,Above Threshold
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-CABG-HRRP,1.0582,13.5565,12.811,Above Threshold
UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,READM-30-AMI-HRRP,0.9963,12.9592,13.0074,Below Threshold
FITZGIBBON HOSPITAL,260142,MO,READM-30-PN-HRRP,0.9434,14.0331,14.8755,Below Threshold
FITZGIBBON HOSPITAL,260142,MO,READM-30-HF-HRRP,1.0356,18.5418,17.9044,Above Threshold
FITZGIBBON HOSPITAL,260142,MO,READM-30-COPD-HRRP,1.0693,17.314,16.1917,Above Threshold
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,260160,MO,READM-30-PN-HRRP,0.9822,14.7801,15.0482,Below Threshold
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,260160,MO,READM-30-HF-HRRP,1.0234,20.1718,19.711,Above Threshold
SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,260160,MO,READM-30-COPD-HRRP,0.9786,17.4262,17.8078,Below Threshold
BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,READM-30-PN-HRRP,1.0024,15.3608,15.3242,Above Threshold
BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,READM-30-HIP-KNEE-HRRP,0.997,5.039,5.0543,Below Threshold
BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,READM-30-HF-HRRP,1.0381,18.5755,17.8946,Above Threshold
PARKLAND HEALTH CENTER,260163,MO,READM-30-PN-HRRP,1.0361,17.9528,17.3267,Above Threshold
PARKLAND HEALTH CENTER,260163,MO,READM-30-HF-HRRP,0.9581,20.3234,21.2122,Below Threshold
PARKLAND HEALTH CENTER,260163,MO,READM-30-COPD-HRRP,1.0161,21.6333,21.2911,Above Threshold
GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,READM-30-PN-HRRP,0.9734,15.4286,15.8502,Below Threshold
GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,READM-30-HIP-KNEE-HRRP,1.0082,4.9223,4.8822,Above Threshold
GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,READM-30-HF-HRRP,0.9872,20.2648,20.5266,Below Threshold
GOLDEN VALLEY MEMORIAL HOSPITAL,260175,MO,READM-30-COPD-HRRP,0.9767,15.7864,16.1631,Below Threshold
ST LUKE'S DES PERES HOSPITAL,260176,MO,READM-30-PN-HRRP,0.9913,14.289,14.4149,Below Threshold
ST LUKE'S DES PERES HOSPITAL,260176,MO,READM-30-HIP-KNEE-HRRP,1.0819,4.883,4.5132,Above Threshold
ST LUKE'S DES PERES HOSPITAL,260176,MO,READM-30-HF-HRRP,1.0293,21.0825,20.4822,Above Threshold
ST LUKE'S DES PERES HOSPITAL,260176,MO,READM-30-AMI-HRRP,1.0482,14.0458,13.4002,Above Threshold
NEW LIBERTY HOSPITAL DISTRICT,260177,MO,READM-30-PN-HRRP,0.9763,13.9859,14.3259,Below Threshold
NEW LIBERTY HOSPITAL DISTRICT,260177,MO,READM-30-HIP-KNEE-HRRP,1.0468,5.2428,5.0086,Above Threshold
NEW LIBERTY HOSPITAL DISTRICT,260177,MO,READM-30-HF-HRRP,0.892,16.538,18.5404,Below Threshold
NEW LIBERTY HOSPITAL DISTRICT,260177,MO,READM-30-COPD-HRRP,1.0031,17.4858,17.4317,Above Threshold
NEW LIBERTY HOSPITAL DISTRICT,260177,MO,READM-30-CABG-HRRP,0.9452,9.3213,9.8618,Below Threshold
NEW LIBERTY HOSPITAL DISTRICT,260177,MO,READM-30-AMI-HRRP,0.9461,10.8102,11.4256,Below Threshold
ST LUKES HOSPITAL,260179,MO,READM-30-PN-HRRP,1.0202,16.8727,16.5391,Above Threshold
ST LUKES HOSPITAL,260179,MO,READM-30-HIP-KNEE-HRRP,1.2334,5.5189,4.4744,Above Threshold
ST LUKES HOSPITAL,260179,MO,READM-30-HF-HRRP,1.0447,20.1992,19.3353,Above Threshold
ST LUKES HOSPITAL,260179,MO,READM-30-COPD-HRRP,0.9982,19.2064,19.2402,Below Threshold
ST LUKES HOSPITAL,260179,MO,READM-30-CABG-HRRP,0.8014,9.4699,11.816,Below Threshold
ST LUKES HOSPITAL,260179,MO,READM-30-AMI-HRRP,1.0214,14.9376,14.6254,Above Threshold
CHRISTIAN HOSPITAL NORTHEAST,260180,MO,READM-30-PN-HRRP,1.0449,20.4182,19.5412,Above Threshold
CHRISTIAN HOSPITAL NORTHEAST,260180,MO,READM-30-HIP-KNEE-HRRP,0.9469,4.427,4.6754,Below Threshold
CHRISTIAN HOSPITAL NORTHEAST,260180,MO,READM-30-HF-HRRP,1.0525,23.1667,22.012,Above Threshold
CHRISTIAN HOSPITAL NORTHEAST,260180,MO,READM-30-COPD-HRRP,1.0994,27.1012,24.6506,Above Threshold
CHRISTIAN HOSPITAL NORTHEAST,260180,MO,READM-30-CABG-HRRP,0.9476,12.2736,12.9526,Below Threshold
CHRISTIAN HOSPITAL NORTHEAST,260180,MO,READM-30-AMI-HRRP,0.9412,15.4078,16.3702,Below Threshold
SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-PN-HRRP,0.9153,16.0029,17.4833,Below Threshold
SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-HIP-KNEE-HRRP,1.1057,5.738,5.1895,Above Threshold
SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-HF-HRRP,0.9095,19.2606,21.1765,Below Threshold
SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-COPD-HRRP,0.9874,19.1877,19.4331,Below Threshold
SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-CABG-HRRP,0.9165,9.6991,10.5829,Below Threshold
SAINT FRANCIS MEDICAL CENTER,260183,MO,READM-30-AMI-HRRP,1.0297,12.0022,11.6562,Above Threshold
LAKE REGIONAL HEALTH SYSTEM,260186,MO,READM-30-PN-HRRP,0.9547,16.0705,16.8326,Below Threshold
LAKE REGIONAL HEALTH SYSTEM,260186,MO,READM-30-HF-HRRP,0.9687,19.9572,20.6023,Below Threshold
LAKE REGIONAL HEALTH SYSTEM,260186,MO,READM-30-COPD-HRRP,0.943,17.1496,18.187,Below Threshold
LAKE REGIONAL HEALTH SYSTEM,260186,MO,READM-30-CABG-HRRP,1.0011,11.0005,10.9888,Above Threshold
LAKE REGIONAL HEALTH SYSTEM,260186,MO,READM-30-AMI-HRRP,1.0986,15.8251,14.4043,Above Threshold
LEE'S SUMMIT MEDICAL CENTER,260190,MO,READM-30-PN-HRRP,1.0482,17.9204,17.0968,Above Threshold
LEE'S SUMMIT MEDICAL CENTER,260190,MO,READM-30-HIP-KNEE-HRRP,0.9617,4.4767,4.6552,Below Threshold
LEE'S SUMMIT MEDICAL CENTER,260190,MO,READM-30-HF-HRRP,1.0173,20.5167,20.1674,Above Threshold
LEE'S SUMMIT MEDICAL CENTER,260190,MO,READM-30-COPD-HRRP,0.9528,17.5089,18.3765,Below Threshold
LEE'S SUMMIT MEDICAL CENTER,260190,MO,READM-30-AMI-HRRP,1.0309,13.2717,12.8743,Above Threshold
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-PN-HRRP,1.0475,18.7566,17.9058,Above Threshold
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-HIP-KNEE-HRRP,0.9747,4.6732,4.7945,Below Threshold
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-HF-HRRP,1.0752,22.0893,20.5435,Above Threshold
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-COPD-HRRP,0.9896,21.7181,21.9466,Below Threshold
BARNES-JEWISH ST PETERS HOSPITAL,260191,MO,READM-30-AMI-HRRP,1.05,13.458,12.8173,Above Threshold
ST MARY'S MEDICAL CENTER,260193,MO,READM-30-PN-HRRP,1.0592,17.4575,16.4811,Above Threshold
ST MARY'S MEDICAL CENTER,260193,MO,READM-30-HIP-KNEE-HRRP,0.921,3.8802,4.213,Below Threshold
ST MARY'S MEDICAL CENTER,260193,MO,READM-30-HF-HRRP,1.0009,18.9909,18.9735,Above Threshold
ST MARY'S MEDICAL CENTER,260193,MO,READM-30-COPD-HRRP,0.9786,19.3746,19.7976,Below Threshold
ST MARY'S MEDICAL CENTER,260193,MO,READM-30-AMI-HRRP,1.0623,16.8244,15.8372,Above Threshold
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-PN-HRRP,1.0231,17.0481,16.663,Above Threshold
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-HIP-KNEE-HRRP,0.9405,4.6604,4.9555,Below Threshold
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-HF-HRRP,0.9919,18.7988,18.9521,Below Threshold
CITIZENS MEMORIAL HOSPITAL,260195,MO,READM-30-COPD-HRRP,0.9513,17.7828,18.694,Below Threshold
