Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Promotes Interoperability of EHRs,Birthing Friendly Facility,Hospital Overall Rating,Count of Facility MORT Measures,MORT Measures Better,MORT Measures Worse,Count of Facility Safety Measures,Safety Measures Better,Safety Measures Worse,Count of Facility READM Measures,READM Measures Better,READM Measures Worse,Facility ID,MORT-30-AMI Benchmark,MORT-30-AMI Performance Rate,MORT-30-HF Benchmark,MORT-30-HF Performance Rate,MORT-30-PN Benchmark,MORT-30-PN Performance Rate,MORT-30-COPD Benchmark,MORT-30-COPD Performance Rate,AMI Normative Performance Index,HF Normative Performance Index,PN Normative Performance Index,COPD Normative Performance Index,AMI Performance Comparison,HF Performance Comparison,PN Performance Comparison,COPD Performance Comparison
TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,JACKSON,(816) 404-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,4.0,0.0,0.0,7.0,1.0,0.0,8.0,0.0,0.0,260048,0.887868,0.8742327837351045,0.907733,0.8866680264472961,0.872976,0.803945004940033,0.934002,0.9048931558588238,0.984642743893354,0.9767938660898041,0.9209245213385396,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MERCY HOSPITAL WASHINGTON,901 EAST 5TH STREET,WASHINGTON,MO,63090,FRANKLIN,(636) 239-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,6.0,0.0,0.0,8.0,1.0,1.0,8.0,1.0,0.0,260052,0.887868,0.8817530274391174,0.907733,0.8539800047874451,0.872976,0.797914981842041,0.934002,0.9158480167388916,0.9931127458576247,0.9407832532115116,0.9140170884904523,0.980563228707103,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,CLINTON,(816) 632-2101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,2,3.0,0.0,1.0,5.0,0.0,0.0,7.0,0.0,0.0,260057,0.887868,0.8742327837351045,0.907733,0.8653889894485474,0.872976,0.7416099905967712,0.934002,0.8827049732208252,0.984642743893354,0.9533519101415806,0.8495193345484541,0.9450782473922167,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MERCY HOSPITAL LEBANON,100 HOSPITAL DRIVE,LEBANON,MO,65536,LACLEDE,(417) 533-6100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,N,3,3.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,260059,0.887868,0.8742327837351045,0.907733,0.8716639876365662,0.872976,0.8149380087852478,0.934002,0.9048931558588238,0.984642743893354,0.9602647338331494,0.9335170826978609,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,PLATTE,(816) 891-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,5.0,0.0,0.0,7.0,1.0,1.0,8.0,0.0,1.0,260062,0.887868,0.8875589966773987,0.907733,0.8796749711036682,0.872976,0.8406429886817932,0.934002,0.916467010974884,0.9996519715514003,0.9690899979439639,0.9629623136051773,0.9812259620160171,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MERCY HOSPITAL SPRINGFIELD,1235 E CHEROKEE,SPRINGFIELD,MO,65804,GREENE,(417) 820-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,7.0,1.0,0.0,8.0,4.0,1.0,11.0,1.0,0.0,260065,0.887868,0.877439022064209,0.907733,0.8961210250854492,0.872976,0.8119180202484131,0.934002,0.8878620266914368,0.9882539094372238,0.9872077197650071,0.9300576651000865,0.9505997060942447,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,BOONE,(573) 815-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,7.0,0.0,0.0,8.0,0.0,0.0,11.0,2.0,1.0,260068,0.887868,0.8962010145187378,0.907733,0.8677819967269897,0.872976,0.8081179857254028,0.934002,0.9046229720115662,1.0093854204890116,0.9559881559081688,0.9257046994710082,0.9685450052693315,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,Acute Care Hospitals,Proprietary,Yes,Y,N,2,4.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,1.0,260074,0.887868,0.8756049871444702,0.907733,0.8735650181770325,0.872976,0.7678220272064209,0.934002,0.9049069881439209,0.9861882477400584,0.9623589956265031,0.8795454024010063,0.9688490904129979,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MERCY HOSPITAL SOUTH,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,ST. LOUIS,(314) 525-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,7.0,1.0,0.0,7.0,3.0,1.0,9.0,1.0,1.0,260077,0.887868,0.8760359883308411,0.907733,0.8879449963569641,0.872976,0.8203949928283691,0.934002,0.9182350039482117,0.9866736815955086,0.9782006342800846,0.9397680953753244,0.9831188840582907,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
OZARKS HEALTHCARE,1100 KENTUCKY AVE,WEST PLAINS,MO,65775,HOWELL,(417) 256-9111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,6.0,0.0,1.0,5.0,1.0,0.0,10.0,1.0,0.0,260078,0.887868,0.8567780256271362,0.907733,0.8764550089836121,0.872976,0.7739700078964233,0.934002,0.9049760103225708,0.9649835624520045,0.9655427410743159,0.8865879564803882,0.9689229898036308,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,JACKSON,(816) 942-4400,Acute Care Hospitals,Proprietary,Yes,Y,N,4,7.0,0.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,260085,0.887868,0.8836309909820557,0.907733,0.8959140181541443,0.872976,0.8215270042419434,0.934002,0.8951579928398132,0.9952278840796781,0.9869796715048855,0.9410648222195609,0.9584112162926988,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65615,TANEY,(417) 335-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,5.0,0.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,260094,0.887868,0.866795003414154,0.907733,0.8800619840621948,0.872976,0.7944620251655579,0.934002,0.9176899790763855,0.9762656199053846,0.9695163490389738,0.9100617029168704,0.9825353469011688,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,(816) 698-7000,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,7.0,0.0,0.0,7.0,1.0,0.0,11.0,0.0,3.0,260095,0.887868,0.8683540225028992,0.907733,0.8765699863433838,0.872976,0.8105949759483337,0.934002,0.8875979781150818,0.9780215330464654,0.9656694053685211,0.9285421087731321,0.9503169994444143,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,64116,CLAY,(816) 691-2000,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,7.0,0.0,1.0,8.0,1.0,1.0,9.0,2.0,0.0,260096,0.887868,0.8789200186729431,0.907733,0.876272976398468,0.872976,0.8002690076828003,0.934002,0.9027060270309448,0.9899219463624583,0.9653422056909554,0.9167136412487861,0.9664926060446817,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,7900 LEE'S SUMMIT RD,KANSAS CITY,MO,64139,JACKSON,(816) 404-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,1.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,260102,0.887868,0.8742327837351045,0.907733,0.8794762468776209,0.872976,0.8275049924850464,0.934002,0.9048931558588238,0.984642743893354,0.9688710742890486,0.9479126487842122,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SSM HEALTH DEPAUL HOSPITAL ST LOUIS,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,ST. LOUIS,(314) 344-6000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,2,6.0,1.0,0.0,8.0,2.0,1.0,10.0,0.0,1.0,260104,0.887868,0.8756840229034424,0.907733,0.8870059847831726,0.872976,0.8050289750099182,0.934002,0.896507978439331,0.9862772652054612,0.9771661763791474,0.9221662164938306,0.9598565939252068,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,(573) 334-4822,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,7.0,0.0,0.0,7.0,1.0,1.0,11.0,1.0,2.0,260110,0.887868,0.8480679988861084,0.907733,0.853410005569458,0.872976,0.7555980086326599,0.934002,0.9056529998779297,0.9551735155294575,0.9401553161220954,0.8655427052206016,0.9696478164692685,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,SCOTT,(573) 471-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,4.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,260113,0.887868,0.8742327837351045,0.907733,0.8670880198478699,0.872976,0.7810930013656616,0.934002,0.9171980023384094,0.984642743893354,0.955223639382803,0.8947473943907526,0.9820086063396111,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,POPLAR BLUFF,MO,63901,BUTLER,(573) 785-7721,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,6.0,0.0,1.0,7.0,3.0,0.0,10.0,0.0,3.0,260119,0.887868,0.8606489896774292,0.907733,0.8487439751625061,0.872976,0.7878270149230957,0.934002,0.8894820213317871,0.9693434042869314,0.9350150045911144,0.902461253142235,0.9523341720165344,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,JASPER,(417) 347-1111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,7.0,0.0,2.0,8.0,1.0,1.0,11.0,1.0,1.0,260137,0.887868,0.8699319958686829,0.907733,0.8288159966468811,0.872976,0.7817739844322205,0.934002,0.8832520246505737,0.9797987942674844,0.9130614361787894,0.8955274651676799,0.945663954306922,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,JACKSON,(816) 932-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,7.0,1.0,0.0,8.0,2.0,0.0,11.0,0.0,1.0,260138,0.887868,0.8835579752922058,0.907733,0.909093976020813,0.872976,0.8286020159721375,0.934002,0.922888994216919,0.9951456469792873,1.0014993131469418,0.9491692967185095,0.9881017323484521,Meets or Falls Below Peers,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
UNIVERSITY OF MISSOURI HEALTH CARE,ONE HOSPITAL DRIVE,COLUMBIA,MO,65212,BOONE,(573) 882-4141,Acute Care Hospitals,Government - State,Yes,Y,Y,2,7.0,0.0,0.0,8.0,2.0,0.0,11.0,0.0,1.0,260141,0.887868,0.8861870169639587,0.907733,0.8671140074729919,0.872976,0.8040429949760437,0.934002,0.9018710255622864,0.9981067196519738,0.9552522685338001,0.9210367695973816,0.9655986021039423,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
FITZGIBBON HOSPITAL,2305 S 65 HIGHWAY,MARSHALL,MO,65340,SALINE,(660) 886-7431,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,3.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,260142,0.887868,0.8742327837351045,0.907733,0.8838459849357605,0.872976,0.7690420150756836,0.934002,0.9138669967651367,0.984642743893354,0.973684976679002,0.8809429068790936,0.9784422268529797,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,63640,ST. FRANCOIS,(573) 431-6005,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,4.0,0.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,260163,0.887868,0.8742327837351045,0.907733,0.8732190132141113,0.872976,0.8291239738464355,0.934002,0.9114959836006165,0.984642743893354,0.9619778208064611,0.9497672030461726,0.9759036742968606,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,HENRY,(660) 885-5511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,4,3.0,0.0,0.0,4.0,1.0,0.0,9.0,0.0,0.0,260175,0.887868,0.8742327837351045,0.907733,0.8845270276069641,0.872976,0.8129429817199707,0.934002,0.9083300232887268,0.984642743893354,0.9744352442920595,0.9312317655009653,0.9725140024204731,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,ST. LOUIS,(314) 966-9100,Acute Care Hospitals,Proprietary,Yes,Y,N,3,3.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,260176,0.887868,0.8723620176315308,0.907733,0.8925459980964661,0.872976,0.8075479865074158,0.934002,0.9048931558588238,0.9825357121008199,0.9832693072703824,0.9250517614543994,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
NEW LIBERTY HOSPITAL DISTRICT,2525 GLENN HENDREN DR,LIBERTY,MO,64069,CLAY,(816) 781-7200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,7.0,0.0,1.0,8.0,1.0,0.0,9.0,1.0,0.0,260177,0.887868,0.865319013595581,0.907733,0.8622699975967407,0.872976,0.7944539785385132,0.934002,0.8967580199241638,0.9746032220956055,0.949915886716403,0.9100524854503597,0.9601243037211524,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,ST. LOUIS,(314) 434-1500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,7.0,0.0,0.0,8.0,3.0,0.0,11.0,0.0,3.0,260179,0.887868,0.8633049726486206,0.907733,0.8933789730072021,0.872976,0.8384230136871338,0.934002,0.9138630032539368,0.9723348207713541,0.9841869503556686,0.9604193170111593,0.9784379511542125,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,ST. LOUIS,(314) 653-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,7.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,1.0,260180,0.887868,0.8849239945411682,0.907733,0.8946329951286316,0.872976,0.8328750133514404,0.934002,0.9188349843025208,0.9966841856460287,0.9855684382176605,0.9540640445458299,0.9837612599357611,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAINT FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,CAPE GIRARDEAU,(573) 331-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,7.0,0.0,3.0,7.0,1.0,0.0,11.0,2.0,2.0,260183,0.887868,0.8573830127716064,0.907733,0.8511409759521484,0.872976,0.7838900089263916,0.934002,0.8520839810371399,0.9656649555695289,0.9376556497914568,0.897951385749885,0.9122935293898085,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,(573) 348-8000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,6.0,0.0,2.0,6.0,0.0,1.0,11.0,1.0,0.0,260186,0.887868,0.8691400289535522,0.907733,0.8072350025177002,0.872976,0.8036199808120728,0.934002,0.8840609788894653,0.9789068070406325,0.8892868305082003,0.9205522039690356,0.9465300704810753,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,JACKSON,(816) 282-5000,Acute Care Hospitals,Proprietary,Yes,Y,N,3,5.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,260190,0.887868,0.8744440078735352,0.907733,0.87602698802948,0.872976,0.792559027671814,0.934002,0.9086830019950867,0.98488064427768,0.9650712137043381,0.9078818062258458,0.972891923138373,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,ST. CHARLES,(636) 916-9000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,N,5,5.0,1.0,0.0,7.0,1.0,0.0,10.0,1.0,1.0,260191,0.887868,0.8843029737472534,0.907733,0.892765998840332,0.872976,0.8281220197677612,0.934002,0.9051129817962646,0.9959847339325817,0.9835116701060026,0.9486194577717615,0.9690696398897054,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,JACKSON,(816) 228-5900,Acute Care Hospitals,Proprietary,Yes,Y,N,4,5.0,1.0,0.0,5.0,0.0,0.0,8.0,0.0,1.0,260193,0.887868,0.8835920095443726,0.907733,0.8880029916763306,0.872976,0.8694639801979065,0.934002,0.9178119897842407,0.9951839795379185,0.9782645245643053,0.9959769572106295,0.9826659790709663,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,5.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,260195,0.887868,0.8663570284843445,0.907733,0.858797013759613,0.872976,0.8002099990844727,0.934002,0.8956620097160339,0.975772331567693,0.9460898896036753,0.9166460464943741,0.9589508477669576,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,3,6.0,0.0,0.0,8.0,1.0,1.0,8.0,0.0,0.0,260200,0.887868,0.8697609901428223,0.907733,0.8856350183486938,0.872976,0.8066549897193909,0.934002,0.9102820158004761,0.9796061916217527,0.9756558573376685,0.9240288275042967,0.974603925688035,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BELTON REGIONAL MEDICAL CENTER,17065 S 71 HIGHWAY,BELTON,MO,64012,CASS,(816) 348-1236,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,2,4.0,0.0,0.0,3.0,1.0,0.0,9.0,0.0,2.0,260214,0.887868,0.8742327837351045,0.907733,0.8734099864959717,0.872976,0.8212429881095886,0.934002,0.9179949760437012,0.984642743893354,0.9621882056683757,0.9407394797904967,0.9828618954174629,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
SAINT LUKE'S EAST  HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,JACKSON,(816) 347-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,6.0,2.0,0.0,7.0,1.0,0.0,8.0,0.0,1.0,260216,0.887868,0.8996289968490601,0.907733,0.9066590070724487,0.872976,0.8251199722290039,0.934002,0.9153040051460266,1.0132463348707916,0.9988168404943399,0.9451805917104296,0.9799807764287728,Outperforms Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
PROGRESS WEST HOSPITAL,2 PROGRESS POINT PKWY,O FALLON,MO,63368,ST. CHARLES,(636) 344-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,5.0,0.0,0.0,4.0,1.0,0.0,8.0,1.0,1.0,260219,0.887868,0.8733710050582886,0.907733,0.8785579800605774,0.872976,0.8370350003242493,0.934002,0.9137730002403259,0.9836721281297317,0.9678594697566105,0.9588293381768219,0.978341588390952,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BILLINGS CLINIC,2800 10TH AVE N,BILLINGS,MT,59101,YELLOWSTONE,(406) 657-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,7.0,0.0,0.0,8.0,3.0,0.0,11.0,1.0,1.0,270004,0.887868,0.8867030143737793,0.907733,0.8708930015563965,0.872976,0.820999026298523,0.934002,0.9106630086898804,0.9986878842055118,0.959415380465838,0.940460019861397,0.9750118401137047,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,CASCADE,(406) 455-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,7.0,0.0,0.0,6.0,1.0,0.0,11.0,1.0,0.0,270012,0.887868,0.8682069778442383,0.907733,0.8432289958000183,0.872976,0.7746059894561768,0.934002,0.8717730045318604,0.9778559175961272,0.9289394522398308,0.887316477722385,0.9333738091908372,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST. PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,MISSOULA,(406) 543-7271,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,5,7.0,0.0,0.0,7.0,0.0,0.0,11.0,1.0,0.0,270014,0.887868,0.88338702917099,0.907733,0.8884909749031067,0.872976,0.8403059840202332,0.934002,0.909617006778717,0.9949531114658823,0.9788021091037856,0.9625762724522017,0.9738919261186989,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,SILVER BOW,(406) 723-2500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,6.0,0.0,0.0,4.0,0.0,0.0,10.0,1.0,1.0,270017,0.887868,0.8677740097045898,0.907733,0.8816490173339844,0.872976,0.7923970222473145,0.934002,0.9048931558588238,0.977368268373891,0.971264697145509,0.9076962279000963,0.9688342807176257,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,MISSOULA,(406) 728-4100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,5.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,270023,0.887868,0.877157986164093,0.907733,0.8906810283660889,0.872976,0.8136680126190186,0.934002,0.9059749841690063,0.9879373805161275,0.9812147717071967,0.9320622933723477,0.969992552659423,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,HILL,(406) 265-2211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,N,3,3.0,0.0,1.0,3.0,0.0,0.0,9.0,1.0,0.0,270032,0.887868,0.8742327837351045,0.907733,0.8455020189285278,0.872976,0.7478709816932678,0.934002,0.9078220129013062,0.984642743893354,0.9314435180042235,0.8566913428241645,0.9719700952474472,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
ST VINCENT HEALTHCARE,1233 N 30TH ST,BILLINGS,MT,59101,YELLOWSTONE,(406) 657-7000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,5,7.0,0.0,0.0,7.0,2.0,0.0,11.0,1.0,0.0,270049,0.887868,0.8736379742622375,0.907733,0.8835179805755615,0.872976,0.8260549902915955,0.934002,0.9003790020942688,0.9839728138216914,0.9733236321424489,0.9462516613189772,0.9640011499914013,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
LOGAN HEALTH MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,FLATHEAD,(406) 752-5111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,7.0,0.0,0.0,7.0,0.0,0.0,11.0,2.0,0.0,270051,0.887868,0.8691920042037964,0.907733,0.8444820046424866,0.872976,0.8091229796409607,0.934002,0.9023309946060181,0.9789653464296454,0.9303198238275865,0.9268559268994345,0.9660910732589632,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,GALLATIN,(406) 585-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,6.0,0.0,0.0,7.0,1.0,0.0,10.0,1.0,0.0,270057,0.887868,0.886667013168335,0.907733,0.8696730136871338,0.872976,0.8543530106544495,0.934002,0.9108060002326965,0.9986473362800945,0.9580713862855419,0.9786672378787613,0.9751649356561298,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers,Meets or Falls Below Peers
